,datetime,home_goal,away_goal,league_name,league_abbr,team,opponent,avg_goal
409,10/03,2,1,Brazil,BR,Palmeiras,Ceara,1
410,10/08,2,1,Brazil,BR,Palmeiras,Botafogo,1
411,10/10,0,2,Brazil,BR,Palmeiras,Sao Paulo,-2
412,10/14,1,3,Brazil,BR,Palmeiras,Coritiba,-2
413,10/18,2,0,Brazil,BR,Palmeiras,Fortaleza,2
414,10/01,0,0,Brazil,BR,Atletico GO,Corinthians,0
415,10/04,0,0,Brazil,BR,Atletico GO,Fortaleza,0
416,10/07,3,0,Brazil,BR,Atletico GO,Sao Paulo,3
417,10/11,2,1,Brazil,BR,Atletico GO,Bragantino,1
418,10/14,0,1,Brazil,BR,Atletico GO,Santos,-1
419,10/17,1,1,Brazil,BR,Atletico GO,Atletico PR,0
420,10/04,0,0,Brazil,BR,Corinthians,Bragantino,0
421,10/07,1,1,Brazil,BR,Corinthians,Santos,0
422,10/11,2,1,Brazil,BR,Corinthians,Ceara,1
423,10/15,0,1,Brazil,BR,Corinthians,Atletico PR,-1
424,10/18,1,5,Brazil,BR,Corinthians,Flamengo,-4
425,10/22,1,2,Brazil,BR,Corinthians,Vasco da Gama,-1
426,09/27,3,1,Brazil,BR,Gremio,Atletico MG,2
427,10/03,1,1,Brazil,BR,Gremio,Internacional,0
428,10/07,2,1,Brazil,BR,Gremio,Coritiba,1
429,10/11,2,1,Brazil,BR,Gremio,Santos,1
430,10/14,3,1,Brazil,BR,Gremio,Botafogo,2
431,10/18,0,0,Brazil,BR,Gremio,Sao Paulo,0
432,09/24,1,0,Brazil,BR,Sport Recife,Corinthians,1
433,10/04,1,2,Brazil,BR,Sport Recife,Bahia,-1
434,10/07,3,0,Brazil,BR,Sport Recife,Flamengo,3
435,10/11,1,2,Brazil,BR,Sport Recife,Botafogo,-1
436,10/15,3,5,Brazil,BR,Sport Recife,Internacional,-2
437,10/18,2,0,Brazil,BR,Sport Recife,Bragantino,2
438,10/01,1,2,Brazil,BR,Bahia,Botafogo,-1
439,10/04,1,2,Brazil,BR,Bahia,Sport Recife,-1
440,10/07,3,0,Brazil,BR,Bahia,Vasco da Gama,3
441,10/11,1,0,Brazil,BR,Bahia,Fluminense,1
442,10/16,1,1,Brazil,BR,Bahia,Goias,0
443,10/19,3,1,Brazil,BR,Bahia,Atletico MG,2
444,09/19,4,2,Brazil,BR,Ceara,Bragantino,2
445,09/27,2,2,Brazil,BR,Ceara,Goias,0
446,10/03,2,1,Brazil,BR,Ceara,Palmeiras,1
447,10/08,0,0,Brazil,BR,Ceara,Atletico PR,0
448,10/11,2,1,Brazil,BR,Ceara,Corinthians,1
449,10/17,2,2,Brazil,BR,Ceara,Fluminense,0
450,10/01,1,2,Brazil,BR,Botafogo,Bahia,-1
451,10/04,1,1,Brazil,BR,Botafogo,Fluminense,0
452,10/08,2,1,Brazil,BR,Botafogo,Palmeiras,1
453,10/11,1,2,Brazil,BR,Botafogo,Sport Recife,-1
454,10/14,3,1,Brazil,BR,Botafogo,Gremio,2
455,10/19,0,0,Brazil,BR,Botafogo,Goias,0
456,09/27,1,1,Brazil,BR,Vasco da Gama,Bragantino,0
457,10/04,4,1,Brazil,BR,Vasco da Gama,Atletico MG,3
458,10/07,3,0,Brazil,BR,Vasco da Gama,Bahia,3
459,10/10,1,2,Brazil,BR,Vasco da Gama,Flamengo,-1
460,10/18,2,0,Brazil,BR,Vasco da Gama,Internacional,2
461,10/22,1,2,Brazil,BR,Vasco da Gama,Corinthians,-1
462,09/26,1,0,Brazil,BR,Atletico PR,Bahia,1
463,10/04,3,1,Brazil,BR,Atletico PR,Flamengo,2
464,10/08,0,0,Brazil,BR,Atletico PR,Ceara,0
465,10/11,2,1,Brazil,BR,Atletico PR,Internacional,1
466,10/15,0,1,Brazil,BR,Atletico PR,Corinthians,-1
467,10/17,1,1,Brazil,BR,Atletico PR,Atletico GO,0
468,09/28,4,0,Brazil,BR,Coritiba,Fluminense,4
469,10/04,1,1,Brazil,BR,Coritiba,Sao Paulo,0
470,10/07,2,1,Brazil,BR,Coritiba,Gremio,1
471,10/10,0,0,Brazil,BR,Coritiba,Fortaleza,0
472,10/14,1,3,Brazil,BR,Coritiba,Palmeiras,-2
473,10/17,1,2,Brazil,BR,Coritiba,Santos,-1
474,09/27,1,1,Brazil,BR,Bragantino,Vasco da Gama,0
475,10/04,0,0,Brazil,BR,Bragantino,Corinthians,0
476,10/09,0,2,Brazil,BR,Bragantino,Internacional,-2
477,10/11,2,1,Brazil,BR,Bragantino,Atletico GO,1
478,10/15,1,1,Brazil,BR,Bragantino,Flamengo,0
479,10/18,2,0,Brazil,BR,Bragantino,Sport Recife,2
480,10/04,2,3,Brazil,BR,Goias,Santos,-1
481,10/07,2,4,Brazil,BR,Goias,Fluminense,-2
482,10/11,3,0,Brazil,BR,Goias,Atletico MG,3
483,10/13,2,1,Brazil,BR,Goias,Flamengo,1
484,10/16,1,1,Brazil,BR,Goias,Bahia,0
485,10/19,0,0,Brazil,BR,Goias,Botafogo,0
486,09/20,1,0,Switzerland,CH,St. Gallen,Sion,1
487,09/27,0,1,Switzerland,CH,St. Gallen,Vaduz,-1
488,10/04,1,0,Switzerland,CH,St. Gallen,Servette,1
489,10/18,2,2,Switzerland,CH,St. Gallen,Luzern,0
490,09/20,2,1,Switzerland,CH,Lausanne Sport,Servette,1
491,09/27,2,2,Switzerland,CH,Lausanne Sport,Luzern,0
492,10/03,4,0,Switzerland,CH,Lausanne Sport,FC Zurich,4
493,10/18,0,0,Switzerland,CH,Lausanne Sport,Sion,0
494,09/19,2,1,Switzerland,CH,BSC Young Boys,FC Zurich,1
495,09/26,0,0,Switzerland,CH,BSC Young Boys,Sion,0
496,10/04,1,0,Switzerland,CH,BSC Young Boys,Vaduz,1
497,10/17,0,0,Switzerland,CH,BSC Young Boys,Servette,0
498,09/19,2,1,Switzerland,CH,Lugano,Luzern,1
499,09/26,2,2,Switzerland,CH,Lugano,FC Zurich,0
500,10/03,2,2,Switzerland,CH,Lugano,Sion,0
501,10/17,1,1,Switzerland,CH,Lugano,Vaduz,0
502,09/20,2,2,Switzerland,CH,FC Basel,Vaduz,0
503,09/27,1,0,Switzerland,CH,FC Basel,Servette,1
504,10/04,3,2,Switzerland,CH,FC Basel,Luzern,1
505,09/20,2,1,Switzerland,CH,Servette,Lausanne Sport,1
506,09/27,1,0,Switzerland,CH,Servette,FC Basel,1
507,10/04,1,0,Switzerland,CH,Servette,St. Gallen,1
508,10/17,0,0,Switzerland,CH,Servette,BSC Young Boys,0
509,09/20,1,0,Switzerland,CH,Sion,St. Gallen,1
510,09/26,0,0,Switzerland,CH,Sion,BSC Young Boys,0
511,10/03,2,2,Switzerland,CH,Sion,Lugano,0
512,10/18,0,0,Switzerland,CH,Sion,Lausanne Sport,0
513,09/19,2,1,Switzerland,CH,Luzern,Lugano,1
514,09/27,2,2,Switzerland,CH,Luzern,Lausanne Sport,0
515,10/04,3,2,Switzerland,CH,Luzern,FC Basel,1
516,10/18,2,2,Switzerland,CH,Luzern,St. Gallen,0
517,09/20,2,2,Switzerland,CH,Vaduz,FC Basel,0
518,09/27,0,1,Switzerland,CH,Vaduz,St. Gallen,-1
519,10/04,1,0,Switzerland,CH,Vaduz,BSC Young Boys,1
520,10/17,1,1,Switzerland,CH,Vaduz,Lugano,0
521,09/19,2,1,Switzerland,CH,FC Zurich,BSC Young Boys,1
522,09/26,2,2,Switzerland,CH,FC Zurich,Lugano,0
523,10/03,4,0,Switzerland,CH,FC Zurich,Lausanne Sport,4
524,09/20,3,1,Germany - Bundesliga,DE,RB Leipzig,FSV Mainz,2
525,09/26,1,1,Germany - Bundesliga,DE,RB Leipzig,Leverkusen,0
526,10/03,4,0,Germany - Bundesliga,DE,RB Leipzig,Schalke 04,4
527,10/17,0,2,Germany - Bundesliga,DE,RB Leipzig,FC Augsburg,-2
528,09/18,8,0,Germany - Bundesliga,DE,Bayern Munich,Schalke 04,8
529,09/27,4,1,Germany - Bundesliga,DE,Bayern Munich,Hoffenheim,3
530,10/04,4,3,Germany - Bundesliga,DE,Bayern Munich,Hertha Berlin,1
531,10/17,1,4,Germany - Bundesliga,DE,Bayern Munich,Bielefeld,-3
532,09/19,3,0,Germany - Bundesliga,DE,Dortmund,Monchengladbach,3
533,09/26,2,0,Germany - Bundesliga,DE,Dortmund,FC Augsburg,2
534,10/03,4,0,Germany - Bundesliga,DE,Dortmund,Freiburg,4
535,10/17,0,1,Germany - Bundesliga,DE,Dortmund,Hoffenheim,-1
536,09/19,1,1,Germany - Bundesliga,DE,E. Frankfurt,Bielefeld,0
537,09/25,1,3,Germany - Bundesliga,DE,E. Frankfurt,Hertha Berlin,-2
538,10/03,2,1,Germany - Bundesliga,DE,E. Frankfurt,Hoffenheim,1
539,10/18,1,1,Germany - Bundesliga,DE,E. Frankfurt,FC Koln,0
540,09/19,2,3,Germany - Bundesliga,DE,Stuttgart,Freiburg,-1
541,09/26,1,4,Germany - Bundesliga,DE,Stuttgart,FSV Mainz,-3
542,10/03,1,1,Germany - Bundesliga,DE,Stuttgart,Leverkusen,0
543,10/17,0,2,Germany - Bundesliga,DE,Stuttgart,Hertha Berlin,-2
544,09/19,1,3,Germany - Bundesliga,DE,FC Augsburg,Union Berlin,-2
545,09/26,2,0,Germany - Bundesliga,DE,FC Augsburg,Dortmund,2
546,10/04,0,0,Germany - Bundesliga,DE,FC Augsburg,Wolfsburg,0
547,10/17,0,2,Germany - Bundesliga,DE,FC Augsburg,RB Leipzig,-2
548,09/19,1,4,Germany - Bundesliga,DE,Werder Bremen,Hertha Berlin,-3
549,09/26,1,3,Germany - Bundesliga,DE,Werder Bremen,Schalke 04,-2
550,10/03,1,0,Germany - Bundesliga,DE,Werder Bremen,Bielefeld,1
551,10/17,1,1,Germany - Bundesliga,DE,Werder Bremen,Freiburg,0
552,09/19,2,3,Germany - Bundesliga,DE,Hoffenheim,FC Koln,-1
553,09/27,4,1,Germany - Bundesliga,DE,Hoffenheim,Bayern Munich,3
554,10/03,2,1,Germany - Bundesliga,DE,Hoffenheim,E. Frankfurt,1
555,10/17,0,1,Germany - Bundesliga,DE,Hoffenheim,Dortmund,-1
556,09/20,0,0,Germany - Bundesliga,DE,Leverkusen,Wolfsburg,0
557,09/26,1,1,Germany - Bundesliga,DE,Leverkusen,RB Leipzig,0
558,10/03,1,1,Germany - Bundesliga,DE,Leverkusen,Stuttgart,0
559,10/17,0,1,Germany - Bundesliga,DE,Leverkusen,FSV Mainz,-1
560,09/19,1,3,Germany - Bundesliga,DE,Union Berlin,FC Augsburg,-2
561,09/26,1,1,Germany - Bundesliga,DE,Union Berlin,Monchengladbach,0
562,10/02,4,0,Germany - Bundesliga,DE,Union Berlin,FSV Mainz,4
563,10/18,1,1,Germany - Bundesliga,DE,Union Berlin,Schalke 04,0
564,09/19,3,0,Germany - Bundesliga,DE,Monchengladbach,Dortmund,3
565,09/26,1,1,Germany - Bundesliga,DE,Monchengladbach,Union Berlin,0
566,10/03,1,3,Germany - Bundesliga,DE,Monchengladbach,FC Koln,-2
567,10/17,1,1,Germany - Bundesliga,DE,Monchengladbach,Wolfsburg,0
568,09/19,2,3,Germany - Bundesliga,DE,Freiburg,Stuttgart,-1
569,09/27,1,1,Germany - Bundesliga,DE,Freiburg,Wolfsburg,0
570,10/03,4,0,Germany - Bundesliga,DE,Freiburg,Dortmund,4
571,10/17,1,1,Germany - Bundesliga,DE,Freiburg,Werder Bremen,0
572,09/20,0,0,Germany - Bundesliga,DE,Wolfsburg,Leverkusen,0
573,09/27,1,1,Germany - Bundesliga,DE,Wolfsburg,Freiburg,0
574,10/04,0,0,Germany - Bundesliga,DE,Wolfsburg,FC Augsburg,0
575,10/17,1,1,Germany - Bundesliga,DE,Wolfsburg,Monchengladbach,0
576,09/19,1,1,Germany - Bundesliga,DE,Bielefeld,E. Frankfurt,0
577,09/26,1,0,Germany - Bundesliga,DE,Bielefeld,FC Koln,1
578,10/03,1,0,Germany - Bundesliga,DE,Bielefeld,Werder Bremen,1
579,10/17,1,4,Germany - Bundesliga,DE,Bielefeld,Bayern Munich,-3
580,09/19,1,4,Germany - Bundesliga,DE,Hertha Berlin,Werder Bremen,-3
581,09/25,1,3,Germany - Bundesliga,DE,Hertha Berlin,E. Frankfurt,-2
582,10/04,4,3,Germany - Bundesliga,DE,Hertha Berlin,Bayern Munich,1
583,10/17,0,2,Germany - Bundesliga,DE,Hertha Berlin,Stuttgart,-2
584,09/19,2,3,Germany - Bundesliga,DE,FC Koln,Hoffenheim,-1
585,09/26,1,0,Germany - Bundesliga,DE,FC Koln,Bielefeld,1
586,10/03,1,3,Germany - Bundesliga,DE,FC Koln,Monchengladbach,-2
587,10/18,1,1,Germany - Bundesliga,DE,FC Koln,E. Frankfurt,0
588,09/18,8,0,Germany - Bundesliga,DE,Schalke 04,Bayern Munich,8
589,09/26,1,3,Germany - Bundesliga,DE,Schalke 04,Werder Bremen,-2
590,10/03,4,0,Germany - Bundesliga,DE,Schalke 04,RB Leipzig,4
591,10/18,1,1,Germany - Bundesliga,DE,Schalke 04,Union Berlin,0
592,09/20,3,1,Germany - Bundesliga,DE,FSV Mainz,RB Leipzig,2
593,09/26,1,4,Germany - Bundesliga,DE,FSV Mainz,Stuttgart,-3
594,10/02,4,0,Germany - Bundesliga,DE,FSV Mainz,Union Berlin,4
595,10/17,0,1,Germany - Bundesliga,DE,FSV Mainz,Leverkusen,-1
596,09/18,2,1,Germany - 2. Bundesliga,D2,Hamburger SV,Dusseldorf,1
597,09/28,3,4,Germany - 2. Bundesliga,D2,Hamburger SV,Paderborn,-1
598,10/17,0,1,Germany - 2. Bundesliga,D2,Hamburger SV,Greuther Furth,-1
599,10/21,3,0,Germany - 2. Bundesliga,D2,Hamburger SV,Erzgebirge Aue,3
600,09/20,1,0,Germany - 2. Bundesliga,D2,Holstein Kiel,Paderborn,1
601,09/26,0,0,Germany - 2. Bundesliga,D2,Holstein Kiel,Braunschweig,0
602,10/04,2,1,Germany - 2. Bundesliga,D2,Holstein Kiel,Dusseldorf,1
603,10/18,0,2,Germany - 2. Bundesliga,D2,Holstein Kiel,Wurzburger K.,-2
604,09/19,0,3,Germany - 2. Bundesliga,D2,Erzgebirge Aue,Wurzburger K.,-3
605,09/25,1,1,Germany - 2. Bundesliga,D2,Erzgebirge Aue,Greuther Furth,0
606,10/18,2,1,Germany - 2. Bundesliga,D2,Erzgebirge Aue,Heidenheim,1
607,10/21,3,0,Germany - 2. Bundesliga,D2,Erzgebirge Aue,Hamburger SV,3
608,09/19,2,0,Germany - 2. Bundesliga,D2,Hannover 96,Karlsruher SC,2
609,09/25,2,1,Germany - 2. Bundesliga,D2,Hannover 96,Osnabruck,1
610,10/03,4,1,Germany - 2. Bundesliga,D2,Hannover 96,Braunschweig,3
611,10/18,1,0,Germany - 2. Bundesliga,D2,Hannover 96,Paderborn,1
612,09/18,1,1,Germany - 2. Bundesliga,D2,Regensburg,Nurnberg,0
613,09/26,0,0,Germany - 2. Bundesliga,D2,Regensburg,Darmstadt,0
614,10/03,1,0,Germany - 2. Bundesliga,D2,Regensburg,Karlsruher SC,1
615,10/18,2,2,Germany - 2. Bundesliga,D2,Regensburg,Dusseldorf,0
616,09/19,3,2,Germany - 2. Bundesliga,D2,Sandhausen,Darmstadt,1
617,09/27,1,0,Germany - 2. Bundesliga,D2,Sandhausen,Nurnberg,1
618,10/02,1,0,Germany - 2. Bundesliga,D2,Sandhausen,Sankt Pauli,1
619,10/17,3,0,Germany - 2. Bundesliga,D2,Sandhausen,Karlsruher SC,3
620,09/21,2,2,Germany - 2. Bundesliga,D2,Sankt Pauli,Bochum,0
621,09/27,4,2,Germany - 2. Bundesliga,D2,Sankt Pauli,Heidenheim,2
622,10/02,1,0,Germany - 2. Bundesliga,D2,Sankt Pauli,Sandhausen,1
623,10/19,2,2,Germany - 2. Bundesliga,D2,Sankt Pauli,Nurnberg,0
624,09/20,1,1,Germany - 2. Bundesliga,D2,Osnabruck,Greuther Furth,0
625,09/25,2,1,Germany - 2. Bundesliga,D2,Osnabruck,Hannover 96,1
626,10/02,0,0,Germany - 2. Bundesliga,D2,Osnabruck,Bochum,0
627,09/18,1,1,Germany - 2. Bundesliga,D2,Nurnberg,Regensburg,0
628,09/27,1,0,Germany - 2. Bundesliga,D2,Nurnberg,Sandhausen,1
629,10/05,2,3,Germany - 2. Bundesliga,D2,Nurnberg,Darmstadt,-1
630,10/19,2,2,Germany - 2. Bundesliga,D2,Nurnberg,Sankt Pauli,0
631,09/21,2,2,Germany - 2. Bundesliga,D2,Bochum,Sankt Pauli,0
632,09/27,0,1,Germany - 2. Bundesliga,D2,Bochum,Karlsruher SC,-1
633,10/02,0,0,Germany - 2. Bundesliga,D2,Bochum,Osnabruck,0
634,10/17,2,1,Germany - 2. Bundesliga,D2,Bochum,Braunschweig,1
635,09/19,3,2,Germany - 2. Bundesliga,D2,Darmstadt,Sandhausen,1
636,09/26,0,0,Germany - 2. Bundesliga,D2,Darmstadt,Regensburg,0
637,10/05,2,3,Germany - 2. Bundesliga,D2,Darmstadt,Nurnberg,-1
638,09/18,2,1,Germany - 2. Bundesliga,D2,Dusseldorf,Hamburger SV,1
639,09/26,1,0,Germany - 2. Bundesliga,D2,Dusseldorf,Wurzburger K.,1
640,10/04,2,1,Germany - 2. Bundesliga,D2,Dusseldorf,Holstein Kiel,1
641,10/18,2,2,Germany - 2. Bundesliga,D2,Dusseldorf,Regensburg,0
642,09/20,2,0,Germany - 2. Bundesliga,D2,Heidenheim,Braunschweig,2
643,09/27,4,2,Germany - 2. Bundesliga,D2,Heidenheim,Sankt Pauli,2
644,10/03,0,0,Germany - 2. Bundesliga,D2,Heidenheim,Paderborn,0
645,10/18,2,1,Germany - 2. Bundesliga,D2,Heidenheim,Erzgebirge Aue,1
646,09/20,1,0,Germany - 2. Bundesliga,D2,Paderborn,Holstein Kiel,1
647,09/28,3,4,Germany - 2. Bundesliga,D2,Paderborn,Hamburger SV,-1
648,10/03,0,0,Germany - 2. Bundesliga,D2,Paderborn,Heidenheim,0
649,10/18,1,0,Germany - 2. Bundesliga,D2,Paderborn,Hannover 96,1
650,09/20,2,0,Germany - 2. Bundesliga,D2,Braunschweig,Heidenheim,2
651,09/26,0,0,Germany - 2. Bundesliga,D2,Braunschweig,Holstein Kiel,0
652,10/03,4,1,Germany - 2. Bundesliga,D2,Braunschweig,Hannover 96,3
653,10/17,2,1,Germany - 2. Bundesliga,D2,Braunschweig,Bochum,1
654,09/20,1,1,Germany - 2. Bundesliga,D2,Greuther Furth,Osnabruck,0
655,09/25,1,1,Germany - 2. Bundesliga,D2,Greuther Furth,Erzgebirge Aue,0
656,10/04,2,2,Germany - 2. Bundesliga,D2,Greuther Furth,Wurzburger K.,0
657,10/17,0,1,Germany - 2. Bundesliga,D2,Greuther Furth,Hamburger SV,-1
658,09/19,2,0,Germany - 2. Bundesliga,D2,Karlsruher SC,Hannover 96,2
659,09/27,0,1,Germany - 2. Bundesliga,D2,Karlsruher SC,Bochum,-1
660,10/03,1,0,Germany - 2. Bundesliga,D2,Karlsruher SC,Regensburg,1
661,10/17,3,0,Germany - 2. Bundesliga,D2,Karlsruher SC,Sandhausen,3
662,09/19,0,3,Germany - 2. Bundesliga,D2,Wurzburger K.,Erzgebirge Aue,-3
663,09/26,1,0,Germany - 2. Bundesliga,D2,Wurzburger K.,Dusseldorf,1
664,10/04,2,2,Germany - 2. Bundesliga,D2,Wurzburger K.,Greuther Furth,0
665,10/18,0,2,Germany - 2. Bundesliga,D2,Wurzburger K.,Holstein Kiel,-2
666,09/13,3,2,Denmark,DK,Brondby IF,Nordsjaelland,1
667,09/20,1,2,Denmark,DK,Brondby IF,FC Kobenhavn,-1
668,09/27,2,1,Denmark,DK,Brondby IF,AC Horsens,1
669,10/02,1,2,Denmark,DK,Brondby IF,Randers FC,-1
670,10/18,2,0,Denmark,DK,Brondby IF,SonderjyskE,2
671,09/14,4,2,Denmark,DK,AGF Aarhus,Vejle BK,2
672,09/20,1,1,Denmark,DK,AGF Aarhus,Randers FC,0
673,09/27,4,2,Denmark,DK,AGF Aarhus,Odense BK,2
674,10/04,1,1,Denmark,DK,AGF Aarhus,Aalborg BK,0
675,10/18,3,0,Denmark,DK,AGF Aarhus,AC Horsens,3
676,09/14,4,2,Denmark,DK,Vejle BK,AGF Aarhus,2
677,09/20,4,1,Denmark,DK,Vejle BK,SonderjyskE,3
678,09/27,2,2,Denmark,DK,Vejle BK,FC Kobenhavn,0
679,10/04,0,1,Denmark,DK,Vejle BK,Odense BK,-1
680,10/18,3,2,Denmark,DK,Vejle BK,Lyngby,1
681,09/11,2,0,Denmark,DK,SonderjyskE,FC Midtjylland,2
682,09/20,4,1,Denmark,DK,SonderjyskE,Vejle BK,3
683,09/27,3,1,Denmark,DK,SonderjyskE,Aalborg BK,2
684,10/04,2,2,Denmark,DK,SonderjyskE,Lyngby,0
685,10/18,2,0,Denmark,DK,SonderjyskE,Brondby IF,2
686,09/11,2,0,Denmark,DK,FC Midtjylland,SonderjyskE,2
687,09/19,1,0,Denmark,DK,FC Midtjylland,Lyngby,1
688,09/26,1,0,Denmark,DK,FC Midtjylland,Randers FC,1
689,10/04,2,2,Denmark,DK,FC Midtjylland,AC Horsens,0
690,10/17,3,1,Denmark,DK,FC Midtjylland,Odense BK,2
691,09/13,0,0,Denmark,DK,Aalborg BK,Lyngby,0
692,09/21,1,0,Denmark,DK,Aalborg BK,AC Horsens,1
693,09/27,3,1,Denmark,DK,Aalborg BK,SonderjyskE,2
694,10/04,1,1,Denmark,DK,Aalborg BK,AGF Aarhus,0
695,10/18,1,2,Denmark,DK,Aalborg BK,FC Kobenhavn,-1
696,09/13,3,2,Denmark,DK,Nordsjaelland,Brondby IF,1
697,09/20,1,1,Denmark,DK,Nordsjaelland,Odense BK,0
698,09/28,4,1,Denmark,DK,Nordsjaelland,Lyngby,3
699,10/04,3,2,Denmark,DK,Nordsjaelland,FC Kobenhavn,1
700,10/19,1,0,Denmark,DK,Nordsjaelland,Randers FC,1
701,09/13,0,3,Denmark,DK,Randers FC,AC Horsens,-3
702,09/20,1,1,Denmark,DK,Randers FC,AGF Aarhus,0
703,09/26,1,0,Denmark,DK,Randers FC,FC Midtjylland,1
704,10/02,1,2,Denmark,DK,Randers FC,Brondby IF,-1
705,10/19,1,0,Denmark,DK,Randers FC,Nordsjaelland,1
706,09/13,3,2,Denmark,DK,FC Kobenhavn,Odense BK,1
707,09/20,1,2,Denmark,DK,FC Kobenhavn,Brondby IF,-1
708,09/27,2,2,Denmark,DK,FC Kobenhavn,Vejle BK,0
709,10/04,3,2,Denmark,DK,FC Kobenhavn,Nordsjaelland,1
710,10/18,1,2,Denmark,DK,FC Kobenhavn,Aalborg BK,-1
711,09/13,3,2,Denmark,DK,Odense BK,FC Kobenhavn,1
712,09/20,1,1,Denmark,DK,Odense BK,Nordsjaelland,0
713,09/27,4,2,Denmark,DK,Odense BK,AGF Aarhus,2
714,10/04,0,1,Denmark,DK,Odense BK,Vejle BK,-1
715,10/17,3,1,Denmark,DK,Odense BK,FC Midtjylland,2
716,09/13,0,0,Denmark,DK,Lyngby,Aalborg BK,0
717,09/19,1,0,Denmark,DK,Lyngby,FC Midtjylland,1
718,09/28,4,1,Denmark,DK,Lyngby,Nordsjaelland,3
719,10/04,2,2,Denmark,DK,Lyngby,SonderjyskE,0
720,10/18,3,2,Denmark,DK,Lyngby,Vejle BK,1
721,09/13,0,3,Denmark,DK,AC Horsens,Randers FC,-3
722,09/21,1,0,Denmark,DK,AC Horsens,Aalborg BK,1
723,09/27,2,1,Denmark,DK,AC Horsens,Brondby IF,1
724,10/04,2,2,Denmark,DK,AC Horsens,FC Midtjylland,0
725,10/18,3,0,Denmark,DK,AC Horsens,AGF Aarhus,3
726,09/13,0,1,England - Premier League,EN,Everton,Tottenham,-1
727,09/19,5,2,England - Premier League,EN,Everton,West Brom,3
728,09/26,1,2,England - Premier League,EN,Everton,Crystal Palace,-1
729,10/03,4,2,England - Premier League,EN,Everton,Brighton,2
730,10/17,2,2,England - Premier League,EN,Everton,Liverpool,0
731,09/21,1,0,England - Premier League,EN,Aston Villa,Sheffield Utd,1
732,09/28,0,3,England - Premier League,EN,Aston Villa,Fulham,-3
733,10/04,7,2,England - Premier League,EN,Aston Villa,Liverpool,5
734,10/18,0,1,England - Premier League,EN,Aston Villa,Leicester City,-1
735,09/12,4,3,England - Premier League,EN,Liverpool,Leeds Utd,1
736,09/20,0,2,England - Premier League,EN,Liverpool,Chelsea,-2
737,09/28,3,1,England - Premier League,EN,Liverpool,Arsenal,2
738,10/04,7,2,England - Premier League,EN,Liverpool,Aston Villa,5
739,10/17,2,2,England - Premier League,EN,Liverpool,Everton,0
740,09/13,0,3,England - Premier League,EN,Leicester City,West Brom,-3
741,09/20,4,2,England - Premier League,EN,Leicester City,Burnley,2
742,09/27,2,5,England - Premier League,EN,Leicester City,Manchester City,-3
743,10/04,0,3,England - Premier League,EN,Leicester City,West Ham Utd,-3
744,10/18,0,1,England - Premier League,EN,Leicester City,Aston Villa,-1
745,09/12,0,3,England - Premier League,EN,Arsenal,Fulham,-3
746,09/19,2,1,England - Premier League,EN,Arsenal,West Ham Utd,1
747,09/28,3,1,England - Premier League,EN,Arsenal,Liverpool,2
748,10/04,2,1,England - Premier League,EN,Arsenal,Sheffield Utd,1
749,10/17,1,0,England - Premier League,EN,Arsenal,Manchester City,1
750,09/14,0,2,England - Premier League,EN,Wolverhampton,Sheffield Utd,-2
751,09/21,1,3,England - Premier League,EN,Wolverhampton,Manchester City,-2
752,09/27,4,0,England - Premier League,EN,Wolverhampton,West Ham Utd,4
753,10/04,1,0,England - Premier League,EN,Wolverhampton,Fulham,1
754,10/19,0,1,England - Premier League,EN,Wolverhampton,Leeds Utd,-1
755,09/13,0,1,England - Premier League,EN,Tottenham,Everton,-1
756,09/20,2,5,England - Premier League,EN,Tottenham,Southampton,-3
757,09/27,1,1,England - Premier League,EN,Tottenham,Newcastle Utd,0
758,10/04,1,6,England - Premier League,EN,Tottenham,Manchester Utd,-5
759,10/18,3,3,England - Premier League,EN,Tottenham,West Ham Utd,0
760,09/14,1,3,England - Premier League,EN,Chelsea,Brighton,-2
761,09/20,0,2,England - Premier League,EN,Chelsea,Liverpool,-2
762,09/26,3,3,England - Premier League,EN,Chelsea,West Brom,0
763,10/03,4,0,England - Premier League,EN,Chelsea,Crystal Palace,4
764,10/17,3,3,England - Premier League,EN,Chelsea,Southampton,0
765,09/12,0,2,England - Premier League,EN,West Ham Utd,Newcastle Utd,-2
766,09/19,2,1,England - Premier League,EN,West Ham Utd,Arsenal,1
767,09/27,4,0,England - Premier League,EN,West Ham Utd,Wolverhampton,4
768,10/04,0,3,England - Premier League,EN,West Ham Utd,Leicester City,-3
769,10/18,3,3,England - Premier League,EN,West Ham Utd,Tottenham,0
770,09/12,4,3,England - Premier League,EN,Leeds Utd,Liverpool,1
771,09/19,4,3,England - Premier League,EN,Leeds Utd,Fulham,1
772,09/27,0,1,England - Premier League,EN,Leeds Utd,Sheffield Utd,-1
773,10/03,1,1,England - Premier League,EN,Leeds Utd,Manchester City,0
774,10/19,0,1,England - Premier League,EN,Leeds Utd,Wolverhampton,-1
775,09/21,1,3,England - Premier League,EN,Manchester City,Wolverhampton,-2
776,09/27,2,5,England - Premier League,EN,Manchester City,Leicester City,-3
777,10/03,1,1,England - Premier League,EN,Manchester City,Leeds Utd,0
778,10/17,1,0,England - Premier League,EN,Manchester City,Arsenal,1
779,09/12,1,0,England - Premier League,EN,Southampton,Crystal Palace,1
780,09/20,2,5,England - Premier League,EN,Southampton,Tottenham,-3
